"estudiante_id";"codigo";"nombre";"uc";"notaf";"notad";"tipoexamen";"seccion";"equivalenciainterna";"nombre";"ano";"nombre"
74857;"0904000627";"BIOQUIMICA II";4;"10";"10";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50946;"0904002487";"ALIMENTACION INSTITUCIONAL";3;"18";"18";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
74857;"0904000618";"BIOQUMICA I";4;"10";"10";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
58602;"0904004003";"HISTORIA DE LA NUTRICION";2;"14";"14";"F";"01";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
40210;"0904004013";"PRACTICAS DE NUTRICION COMUNITARIA";20;"16";"16";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50946;"0904002496";"EDUCACION EN NUTRICION";3;"17";"17";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
40139;"0904003094";"NUTRICION HUMANA II";4;"15";"15";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
61031;"0904002476";"FISIOLOGIA";3;"AP";"13";"R";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
40139;"0904004009";"HIGIENE DE LOS ALIMENTOS";3;"AP";"08";"R";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
58602;"0904004009";"HIGIENE DE LOS ALIMENTOS";3;"11";"11";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50958;"0904003087";"ESTADISTICA APLICADA";2;"RT";"RT";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50946;"0904002511";"EVALUACION NUTRICIONAL";4;"16";"16";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
42376;"0904004010";"FARMACOLOGIA";2;"13";"13";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
43731;"0904000628";"MICROBIOLOGIA";4;"10";"10";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
61241;"0904004007";"METODOLOGIA DE LA INVESTIGACION";3;"13";"13";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
43731;"0904000633";"BROMATOLOGIA";3;"11";"11";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50958;"0904000633";"BROMATOLOGIA";3;"14";"14";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
40090;"0904004013";"PRACTICAS DE NUTRICION COMUNITARIA";20;"17";"17";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50958;"0904000636";"EPIDEMIOLOGIA";3;"17";"17";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
40084;"0904004013";"PRACTICAS DE NUTRICION COMUNITARIA";20;"18";"18";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50958;"0904000628";"MICROBIOLOGIA";4;"13";"13";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
43559;"0904004005";"TECNOLOGIA DE ALIMENTOS I";3;"AP";"10";"R";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
69515;"0904002468";"DEPORTES I";2;"15";"15";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50946;"0904002605";"ADMINISTRACION SANITARIA";3;"16";"16";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
35207;"0904002487";"ALIMENTACION INSTITUCIONAL";3;"17";"17";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50946;"0904002811";"PLANIFICACION EN NUTRICION";3;"19";"19";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
61241;"0904002465";"BIOESTADISTICA";3;"10";"10";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
43731;"0904002476";"FISIOLOGIA";3;"AP";"12";"R";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
61241;"0904002465";"BIOESTADISTICA";3;"AP";"01";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
43559;"0904004006";"TECNOLOGIA DE ALIMENTOS II";3;"14";"14";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
24397;"0904004001";"DIETOTERAPIA I";3;"AP";"01";"R";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
61009;"0904004000";"NUTRICION EN PEDIATRIA II";3;"14";"14";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
61241;"0904000627";"BIOQUIMICA II";4;"10";"10";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50946;"0904003097";"SISTEMA AGROALIMENTARIO VENEZOLANO";3;"16";"16";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
41974;"0904002477";"PEDAGOGIA Y DIDACTICA";3;"10";"10";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
43731;"0904002478";"FUNDAMENTOS DE ECONOMIA POLITICA";2;"17";"17";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
58474;"0904002478";"FUNDAMENTOS DE ECONOMIA POLITICA";2;"15";"15";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50946;"0904004001";"DIETOTERAPIA I";3;"13";"13";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
58474;"0904002476";"FISIOLOGIA";3;"12";"12";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
35154;"0904000628";"MICROBIOLOGIA";4;"11";"11";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
58474;"0904000628";"MICROBIOLOGIA";4;"14";"14";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50946;"0904004002";"DIETOTERAPIA II";3;"15";"15";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
35207;"0904002401";"GEOGRAFIA ECONOMICA";2;"16";"16";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
43731;"0904002488";"FISIOPATOLOGIA";4;"11";"11";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
58474;"0904000633";"BROMATOLOGIA";3;"15";"15";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50946;"0904004006";"TECNOLOGIA DE ALIMENTOS II";3;"18";"18";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
41974;"0904004015";"INMUNOLOGIA";2;"15";"15";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50946;"0904004016";"NUTRICION Y DEPORTE";2;"17";"17";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
41974;"0904003096";"CLINICA II";4;"11";"11";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
43731;"0904003087";"ESTADISTICA APLICADA";2;"00";"NP";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
150180;"0904000639";"ADMINISTRACION DE SERVICIOS DE ALIMENTACION";4;"15";"15";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
43731;"0904003093";"NUTRICION HUMANA I";3;"13";"13";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
41974;"0904002604";"NUTRICION EN SALUD PUBLICA";3;"11";"11";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
40073;"0904004013";"PRACTICAS DE NUTRICION COMUNITARIA";20;"18";"18";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
145765;"0904004002";"DIETOTERAPIA II";3;"RT";"RT";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
35154;"0904000633";"BROMATOLOGIA";3;"10";"10";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
24397;"0904004002";"DIETOTERAPIA II";3;"10";"10";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50949;"0904000633";"BROMATOLOGIA";3;"13";"13";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
24397;"0904003097";"SISTEMA AGROALIMENTARIO VENEZOLANO";3;"15";"15";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
61009;"0904002477";"PEDAGOGIA Y DIDACTICA";3;"16";"16";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
69515;"0904003091";"ESTADISTICA";4;"10";"10";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
61009;"0904002473";"DEPORTES II";2;"18";"18";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
24397;"0904002496";"EDUCACION EN NUTRICION";3;"15";"15";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
61009;"0904002458";"FUNDAMENTOS DE ADMINISTRACION";3;"17";"17";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
69515;"0904002469";"INGLES I";2;"14";"14";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
43731;"0904003094";"NUTRICION HUMANA II";4;"13";"13";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
42376;"0904002407";"PSICOLOGIA GENERAL Y EDUCATIVA";3;"14";"14";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50949;"0904002401";"GEOGRAFIA ECONOMICA";2;"15";"15";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
24397;"0904002811";"PLANIFICACION EN NUTRICION";3;"17";"17";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
40088;"0904000643";"PASANTIAS HOSPITALARIAS";20;"18";"18";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
42376;"0904002604";"NUTRICION EN SALUD PUBLICA";3;"11";"11";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50949;"0904002407";"PSICOLOGIA GENERAL Y EDUCATIVA";3;"11";"11";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
42376;"0904002488";"FISIOPATOLOGIA";4;"12";"12";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50949;"0904002458";"FUNDAMENTOS DE ADMINISTRACION";3;"16";"16";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
40139;"0904004009";"HIGIENE DE LOS ALIMENTOS";3;"AP";"01";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50949;"0904002478";"FUNDAMENTOS DE ECONOMIA POLITICA";2;"13";"13";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
35207;"0904002605";"ADMINISTRACION SANITARIA";3;"13";"13";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
26140;"0904003096";"CLINICA II";4;"17";"17";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
35207;"0904004001";"DIETOTERAPIA I";3;"AP";"02";"R";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
40088;"0904004013";"PRACTICAS DE NUTRICION COMUNITARIA";20;"18";"18";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
35207;"0904002511";"EVALUACION NUTRICIONAL";4;"14";"14";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
40061;"0904000643";"PASANTIAS HOSPITALARIAS";20;"19";"19";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
35207;"0904003097";"SISTEMA AGROALIMENTARIO VENEZOLANO";3;"16";"16";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50949;"0904002480";"TECNICA DIETETICA";4;"16";"16";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
188975;"0904004001";"DIETOTERAPIA I";3;"AP";"09";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
43731;"0904004009";"HIGIENE DE LOS ALIMENTOS";3;"AP";"11";"R";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
169766;"0904003095";"CLINICA I";3;"11";"11";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
50949;"0904002488";"FISIOPATOLOGIA";4;"13";"13";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
58595;"0904003096";"CLINICA II";4;"15";"15";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
35154;"0904002476";"FISIOLOGIA";3;"AP";"07";"R";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
171915;"0904004002";"DIETOTERAPIA II";3;"12";"12";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
23675;"0904000618";"BIOQUMICA I";4;"10";"10";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
145765;"0904002811";"PLANIFICACION EN NUTRICION";3;"17";"17";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
23675;"0904000627";"BIOQUIMICA II";4;"00";"NP";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
58595;"0904002407";"PSICOLOGIA GENERAL Y EDUCATIVA";3;"15";"15";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
35154;"0904002476";"FISIOLOGIA";3;"AP";"11";"R";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
145765;"0904004001";"DIETOTERAPIA I";3;"AP";"01";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
23675;"0904000636";"EPIDEMIOLOGIA";3;"15";"15";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
171663;"0904004013";"PRACTICAS DE NUTRICION COMUNITARIA";20;"17";"17";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
23675;"0904000636";"EPIDEMIOLOGIA";3;"RT";"RT";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
171915;"0904004001";"DIETOTERAPIA I";3;"10";"10";"F";"A";f;"2010-01S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
23675;"0904002446";"ECOLOGIA HUMANA";2;"17";"17";"F";"A";f;"2010-02S";2010;"LICENCIADO EN NUTRICIÓN Y DIETÉTICA"
